book_id,author,book_name
33574189,Henry Marsh,Admissions: Life as a Brain Surgeon
33574211,Wendy Walker,Emma in the Night
33574242,Anita Hughes,Christmas in London
33574252,Darynda Jones,The Trouble with Twelfth Grave
33583817,Eiichiro Oda,"One Piece, Vol. 83: Emperor of the Sea, Charlotte Linlin"
33583900,David Gibson,Living Life Backward: How Ecclesiastes Teaches Us to Live in Light of the End
33583903,Paul David Tripp,"Come, Let Us Adore Him: A Daily Advent Devotional"
33584231,Douglas Murray,"The Strange Death of Europe: Immigration, Identity, Islam"
33584812,Tom Perrotta,Mrs. Fletcher
33584818,Michael Robotham,The Secrets She Keeps
33585392,Chimamanda Ngozi Adichie,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions"
33585540,Kieron Gillen,"The Wicked + The Divine, Vol. 5: Imperial Phase, Part 1"
33585545,Jeff Lemire,"Descender, Vol. 4: Orbital Mechanics"
33585546,Jason Aaron,"Southern Bastards, Vol. 4: Gut Check"
33589940,Jaya Saxena,"Basic Witches: How to Summon Success, Banish Drama, and Raise Hell with Your Coven"
33590076,Matt Haig,How to Stop Time
33590204,Rachel Wilkerson Miller,"Dot Journaling: A Practical Guide: How to Start and Keep the Planner, To-Do List, and Diary That'll Actually Help You Get Your Life Together"
33590210,Tayari Jones,An American Marriage
33590213,Christopher Swann,Shadow of the Lions
33590214,Gabrielle Zevin,Young Jane Young
33590260,Sarah J. Maas,Kingdom of Ash
33590627,Daniel Handler,All the Dirty Parts
33593824,Sawyer Bennett,Lucas
33595663,Michael Redhill,Bellevue Square
33596091,Alan Bradley,The Grave's a Fine and Private Place
33597338,J. Bengtsson,The Theory of Second Best
33598223,Ronen Bergman,Rise and Kill First: The Secret History of Israel's Targeted Assassinations
33602097,Tasha Alexander,Death in St. Petersburg
33602098,Ashley Weaver,The Essence of Malice
33602102,Keigo Higashino,Newcomer
33602107,Will Thomas,Old Scores
33602108,Andrew Gross,The Saboteur
33602125,Ellie Alexander,Death on Tap
33602130,Donna Andrews,How the Finch Stole Christmas!
33602137,Rhys Bowen,The Ghost of Christmas Past
33602143,Melissa de la Cruz,Pride and Prejudice and Mistletoe
33605563,James Nicol,The Apprentice Witch
33606119,Reni Eddo-Lodge,Why I'm No Longer Talking to White People About Race
33606658,Adam Rex,Nothing Rhymes with Orange
33606660,Guinevere de la Mare,I'd Rather Be Reading: A Library of Art for Book Lovers
33607640,Fiona Davis,The Address
33608071,Ken Follett,A Column of Fire
33608721,Valeria Luiselli,Tell Me How It Ends: An Essay in Forty Questions
33613129,Danielle Steel,The Right Time
33615914,Layla Frost,With Us
33617257,Derek Landy,Resurrection
33620321,Jesmyn Ward,"Sing, Unburied, Sing"
33621427,Kamila Shamsie,Home Fire
33622139,Penny Reid,Beard in Waiting
33623863,Lauren Landish,Sold
33627778,Demelza Carlton,Enchant: Beauty and the Beast Retold
33629245,Jessica Cluess,A Poison Dark and Drowning
33629847,J.M. Darhower,Menace
33629853,J.M. Darhower,Grievous
33630505,Steven R. Gundry,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain"
33632473,Ellery Adams,"The Secret, Book & Scone Society"
33632660,Ursula K. Le Guin,The Ones Who Walk Away from Omelas
33632753,Melinda Mullet,Single Malt Murder
33633913,Meghan March,Real Dirty
33633947,Meghan March,Real Sexy
33633957,Meghan March,Beneath the Truth
33637540,Meghan March,Take Me Back
33637825,Santino Hassell,Down by Contact
33640227,T.J. Klune,A Wish Upon the Stars
33640231,Sophie Hannah,Keep Her Safe
33640253,David Litt,"Thanks, Obama: My Hopey, Changey White House Years"
33642317,Various,2017 on Goodreads
33642553,Anna Zaires,Tormentor Mine
33642764,Megan Erickson,Hard Wired
33643772,L.J. Shen,Ruckus
33643994,Tricia Levenseller,Daughter of the Pirate King
33645527,Theodora Goss,The Strange Case of the Alchemist's Daughter
33645809,Stephanie Garber,Legendary
33646426,Bella Forrest,The Gender War
33647411,Gin Stephens,"Delay, Don't Deny: Living an Intermittent Fasting Lifestyle"
33647481,Lani Lynn Vale,Fear the Beard
33652251,S.J. Kincaid,The Empress
33652258,S.J. Kincaid,The Nemesis
33652433,T.M. Logan,Lies
33653133,Samantha Irby,"New Year, Same Trash: Resolutions I Absolutely Did Not Keep"
33654421,Sue Fortin,"Sister, Sister"
33665908,Amy Goldstein,Janesville: An American Story
33666001,Emily Elgar,If You Knew Her
33667103,Natalie Haynes,The Children of Jocasta
33670466,Grady Hendrix,Paperbacks from Hell: The Twisted History of '70s and '80s Horror Fiction
33670544,Meghan Quinn,Dear Life
33743772,Louise Bay,Park Avenue Prince
33776323,Mark Waid,"Archie, Vol. 4"
33776764,Thich Nhat Hanh,How to Fight
33783425,Jill Shalvis,Chasing Christmas Eve
33783451,Charles Todd,A Casualty of War
33784283,Elly Blake,Fireblood
33784286,James Patterson,Haunted
33784294,Zack McDermott,Gorilla and the Bird: A Memoir of Madness and a Mother's Love
33784305,Christopher Reich,The Take
33784373,Kerri Maniscalco,Hunting Prince Dracula
33784854,Ryan T. Higgins,Bruce's Big Move-A Mother Bruce Book
33785151,Laura Marshall,Friend Request
33785174,Mercedes Lackey,Apex
33785202,Alexandra Bracken,The Dreadful Tale of Prosper Redding
33785695,Louisa Morgan,A Secret History of Witches
33785941,Kristen Proby,Easy Nights
33786693,Rachel Louise Snyder,No Visible Bruises: What We Don't Know About Domestic Violence Can Kill Us
33789884,Annabel Chase,Curse the Day
33790435,Charlie N. Holmberg,The Plastic Magician
33792691,Celia Aaron,Dark Protector
33792742,Jordan B. Peterson,12 Rules for Life: An Antidote to Chaos
33796618,Lauren Layne,Runaway Groom
33797105,Adam Silvera,They Both Die at the End
33797939,Edward St. Aubyn,Dunbar
33799302,Katie Cotugno,Top Ten
33801790,Jenn McKinlay,Death in the Stacks
33802420,J.K. Rowling,The Hogwarts Collection
33803125,Ashley Elston,The Lying Woods
33803157,Kelly Jensen,[Don't] Call Me Crazy
33805430,Ella Summers,Siren's Song
33809964,Victoria Quinn,Black Obsidian
33810737,Brittany Cavallaro,The Case for Jamie
33812144,K.L. Slater,Blink
33813136,Lauren Layne,Ready to Run
33815204,T.A. White,Midnight's Emissary
33816696,Marcus Sakey,Afterlife
33816845,Cinda Williams Chima,Stormcaster
33818837,Tessa Bailey,Too Beautiful to Break
33820317,Helen Sarah Fields,Perfect Prey
33821699,Margot Lee Shetterly,Hidden Figures: The Untold Story of the African American Women Who Helped Win the Space Race
33825757,Peter Clines,Paradox Bound
33826188,Emma Hart,The Hook-Up Experiment
33826666,Annabel Chase,Doom and Broom
33828851,Ruby Dixon,Fire in His Blood
33828876,Minka Kent,The Memory Watcher
33829105,Brian Freeman,The Voice Inside
33830437,Robin Benway,Far from the Tree
33830616,Mercedes Lackey,The Hills Have Spies
33831869,Kendall Ryan,The Play Mate
33831994,Kendall Ryan,The Soul Mate
33832433,Marlon James,"Moon Witch, Spider King"
33832888,Rachel E. Carter,Last Stand
33832945,Sophie Anderson,The House with Chicken Legs
33833390,Mark Edwards,The Lucky Ones
33835739,Sarah Bailey,The Dark Lake
33835806,Sherry Thomas,A Conspiracy in Belgravia
33837404,Sarah Crossan,Moonrise
33838194,Helena Hunting,Shacking Up
33838775,Helen Hardt,Shattered
33839035,Travis Bagwell,Precipice
33840302,Kristen Ashley,Complicated
33840674,Darcy Coates,The Folcroft Ghosts
33840688,Harper Sloan,Drunk on You
33841918,K.J. Charles,An Unsuitable Heir
33841997,Scott Pratt,Justice Burning
33843362,E. Lockhart,Genuine Fraud
33843625,Ann Cleeves,The Seagull
33844793,Jeffrey Eugenides,Fresh Complaint: Stories
33845132,Robert Dugoni,Close to Home
33846933,Patricia Forde,The List
33847617,Sarina Bowen,Good Boy
33847863,Elizabeth Berg,The Story of Arthur Truluv
33852053,Nick Harkaway,Gnomon
33852868,Liz Fenton,The Good Widow
33852961,Nalini Singh,Archangel's Viper
33853575,Annabel Chase,Spell's Bells
33853667,Whitney G.,Dirty Doctor
33858424,Jade West,Call Me Daddy
33858905,Megan Hunter,The End We Start From
33858943,Mhairi McFarlane,After Hello
33860854,Sawyer Bennett,Finding Kyle
33864676,Anne Applebaum,Red Famine: Stalin's War on Ukraine
33869571,Dannika Dark,Keystone
33871745,Yuko Tsushima,Territory of Light
33874545,Jonathan Allen,Shattered: Inside Hillary Clinton's Doomed Campaign
33874794,Clive Cussler,The Romanov Ransom
33876440,Emily Suvada,This Mortal Coil
33876540,Krysten Ritter,Bonfire
33877273,Danielle Steel,Fairytale
33877608,Barbara Demick,Eat the Buddha: Life and Death in a Tibetan Town
33889462,Lynsay Sands,Immortally Yours
33897308,Rachel E. Carter,Candidate
33897336,Rachel E. Carter,Apprentice
33897635,Fran Krause,The Creeps
33897795,Carly Phillips,Faking It
33898320,Jaymin Eve,Trickery
33898810,Armistead Maupin,Logical Family: A Memoir
33898874,Laurie Gelman,Class Mom
33898878,Heather Harpham,Happiness: The Crooked Little Road to Semi-Ever After
33898903,Christopher J. Yates,Grist Mill Road
33904885,Leslie Meier,Turkey Trot Murder
33905006,Meena Kandasamy,"When I Hit You: Or, A Portrait of the Writer as a Young Wife"
33905162,Min Jin Lee,Pachinko
33910880,Riley Hart,Faking It
33911267,Roz Chast,Going into Town: A Love Letter to New York
33911350,Riad Sattouf,"The Arab of the Future 3: A Childhood in the Middle East, 1985-1987"
33912183,Tsubasa Yamaguchi,She and Her Cat
33913492,K.A. Linde,The Wright Brother
33913895,Wiley Cash,The Last Ballad
33913913,Colin Meloy,The Whiz Mob and the Grenadine Kid
33916024,Robin Sloan,Sourdough
33916060,Ed McDonald,Blackwing
33916061,Ta-Nehisi Coates,We Were Eight Years in Power: An American Tragedy
33916064,Allison Pataki,"Beauty in the Broken Places: A Memoir of Love, Faith, and Resilience"
33916153,Gaby Dunn,I Hate Everyone But You
33916342,Katie Davis Majors,Daring to Hope: Finding God's Goodness in the Broken and the Beautiful
33917881,Scott Cawthon,The Twisted Ones
33918881,Rin Chupeco,The Heart Forger
33918883,Marieke Nijkamp,Before I Let Go
33918887,Zoraida Cordova,Bruja Born
33921696,Olivia Gatwood,New American Best Friend
33921998,Richard Paul Evans,The Final Spark
33928751,Debbie Macomber,Merry and Bright
33928870,M. Never,Ghostface Killer
33930065,John Sandford,Deep Freeze
33931044,Lindsey Fitzharris,The Butchering Art: Joseph Lister's Quest to Transform the Grisly World of Victorian Medicine
33931059,Alice McDermott,The Ninth Hour
33931233,Lauren Tarshis,"I Survived the American Revolution, 1776"
33931235,Dav Pilkey,A Tale of Two Kitties
33932353,Rachel Higginson,The Opposite of You
33932358,Russell Brand,Recovery: Freedom from Our Addictions
33932361,Samhita Mukhopadhyay,"Nasty Women: Feminism, Resistance, and Revolution in Trump's America"
33946142,Margaret Wilkerson Sexton,A Kind of Freedom
33946209,Nio Nakatani,"Bloom into You, Vol. 3"
33946221,Nagabe,"The Girl from the Other Side: Siuil, A Run, Vol. 3"
33946360,David Walton,The Genius Plague
33946362,Allen Eskens,The Deep Dark Descending
33947154,Hanif Abdurraqib,They Can't Kill Us Until They Kill Us
33951829,Gill Paul,Another Woman's Husband
33952825,Barry Eisler,Zero Sum
33952849,Haruki Murakami,Desire
33952851,Jo Nesb,Macbeth
33953197,Alexa Riley,Her Touch
33953603,Brandon Sanderson,Snapshot
33955346,B.L. Brunnemer,When the Dead Come A Knockin'
33955594,Natalie D. Richards,We All Fall Down
33955848,Daryl Banner,Football Sundae
33956433,Natalie C. Anderson,City of Saints & Thieves
33957974,Catherine Anderson,The Christmas Room
33958230,Julie C. Dao,Forest of a Thousand Lanterns
33960518,Philip C. Stead,The Purloining of Prince Oleomargarine
33961446,Carole Boston Weatherford,Schomburg: The Man Who Built a Library
33966138,John Ajvide Lindqvist,I Am Behind You
33968145,K. Webster,Text 2 Lovers
33969477,Caimh McDonnell,The Day That Never Comes
33971882,Frost Kay,Rebel's Blade
33972789,Emily Winfield Martin,Snow & Rose
33973264,Kester Grant,The Court of Miracles
33974714,Michelle Frances,The Girlfriend
33975321,Carol Mason,After You Left
33975583,Avril Ashton,Call the Coroner
33977969,Adriana Mather,Haunting the Deep
33979520,Sally Thorne,99 Percent Mine
33979544,Michael Chatfield,The Trapped Mind Project
33979867,Natasha Madison,Tempt the Boss
33980603,Joy Ellis,Captive on the Fens
33980680,Drew Hayes,The Fangs of Freelance
33981428,Deborah Wilde,The Unlikeable Demon Hunter
33984056,Shari Lapena,A Stranger in the House
33984070,Sarah A. Denzil,Silent Child
33984125,Agatha Frost,Pancakes and Corpses
33984390,B.B. Reid,The Punk and the Plaything
33985986,Skye Warren,The Castle
33986831,Kate Meader,Irresistible You
33987018,Scarlett Dawn,Trigger
33991757,Caleb Wilde,Confessions of a Funeral Director: How the Business of Death Saved My Life
33998348,Ariel Lawhon,I Was Anastasia
33998355,Connie Willis,A Lot Like Christmas
34001622,Annalee Newitz,Autonomous
34001659,Harlan Coben,Don't Let Go
34002007,Parker Posey,You're on an Airplane: A Self-Mythologizing Memoir
34002075,Mac Barnett,"The Wolf, the Duck, and the Mouse"
34002082,Julia Denos,Windows
34002261,Jonathan Dee,The Locals
34006806,Shana Galen,Third Son's a Charm
34006943,David McCullough,The American Spirit: Who We Are and What We Stand For
34007179,Irene Latham,"Can I Touch Your Hair? Poems of Race, Mistakes, and Friendship"
34007967,Anthony Horowitz,Never Say Die
34007977,Kaira Rouda,Best Day Ever
34013952,Joan Silber,Improvement
34016600,John Hunt,Doll House
34017010,Esther Perel,The State of Affairs: Rethinking Infidelity
34017047,Tori Telfer,Lady Killers: Deadly Women Throughout History
34019122,Lee Child,Past Tense
34019138,C.W. Gortner,The Romanov Empress: A Novel of Tsarina Maria Feodorovna
34019139,Laura Andersen,The Darkling Bride
34019141,J.R. Ward,Blood Fury
34020019,Holly Goddard Jones,The Salt Line
34020176,Julie Klassen,The Ladies of Ivy Cottage
34020178,Kristi Ann Hunter,An Inconvenient Beauty
34020181,Elizabeth Camden,A Dangerous Legacy
34020199,Jaime Jo Wright,The House on Foster Hill
34020274,Bethany Turner,The Secret Life of Sarah Hollenbeck
34020287,Joanna Davidson Politano,Lady Jayne Disappears
34020932,Alison Weir,Jane Seymour: The Haunted Queen
34020950,Lynette Noni,Whisper
34023590,Lang Leav,Sad Girls
34023624,C.M. Stunich,Groupie
34032142,Jaymin Eve,Queen Fae
34032529,Rebecca Yarros,Rebel
34032775,Lesley Livingston,The Defiant
34033500,Pepper Winters,Throne of Truth
34034756,Andrea Penrose,Sweet Revenge
34036335,Marc Levy,P.S. from Paris
34038427,Lani Lynn Vale,Son of a Beard
34039808,Brandon Sanderson,Oathbringer
34040263,Aleron Kong,The Land: Raiders
34043618,Amy Tan,Where the Past Begins: A Writer's Memoir
34043643,Liv Constantine,The Last Mrs. Parrish
34043787,Marie Kondo,The Life-Changing Manga of Tidying Up
34044126,R.S. Grey,Anything You Can Do
34048330,Patti Larsen,Bed and Breakfast and Murder
34050718,Ryoko Kui,"Delicious in Dungeon, Vol. 2"
34050917,Katherine Arden,The Girl in the Tower
34050965,Alan Jacobs,How to Think: A Survival Guide for a World at Odds
34051007,Joe Hill,Strange Weather
34051360,Jennifer L. Holm,"Swing it, Sunny"
34051369,Laura Terry,Graveyard Shakes: A Graphic Novel
34051373,Daniel Jose Older,Shadowhouse Fall
34051894,Pete Hautman,Slider
34051969,Robyn Carr,The Summer That Made Us
34052659,Wendelin Van Draanen,Wild Bird
34057229,David Barclay Moore,The Stars Beneath Our Feet
34057427,Jonathan Hickman,"East of West, Vol. 7"
34057433,Charles Soule,"Curse Words, Vol. 1: The Devil's Devil"
34064617,Kate Kingsbury,Doom with a View
34064620,Margaret Mizushima,Hunting Hour
34064624,Cate Holahan,Lies She Told
34064625,Vicki Delany,Body on Baker Street
34066621,Joe Hill,Strange Weather: Four Short Novels
34066800,Jackson Galaxy,Total Cat Mojo: The Ultimate Guide to Life with Your Cat
34068480,Jessica Bruder,Nomadland: Surviving America in the Twenty-First Century
34068532,Beth Ann Fennelly,Heating & Cooling: 52 Micro-Memoirs
34068534,Claire Messud,The Burning Girl
34068552,Peter F. Hamilton,Salvation
34068659,Beverly Daniel Tatum,Why Are All the Black Kids Sitting Together in the Cafeteria?
34076952,Leigh Bardugo,The Language of Thorns: Midnight Tales and Dangerous Magic
34078013,Benjamin Ludwig,Ginny Moon
34079578,R.M. Romero,The Dollmaker of Krakow
34080217,Steve Cavanagh,The Liar
34080660,Sarina Bowen,Stay
34082135,Piu Marie Eatwell,"Black Dahlia, Red Rose: The Crime, Corruption, and Cover-Up of America's Greatest Unsolved Murder"
34082726,Dana Stabenow,Less Than a Treason
34083908,Timothy Snyder,On Tyranny: Twenty Lessons from the Twentieth Century
34085422,Emily Bleeker,Working Fire
34085440,Winter Renshaw,Cold Hearted
34091173,Bruce Dickinson,What Does This Button Do?: An Autobiography
34091380,Michael Connelly,The Late Show
34091798,Pam Godwin,One is a Promise
34091803,Pam Godwin,Two is a Lie
34091835,Pam Godwin,Three is a War
34092384,Melissa Foster,The Real Thing
34092711,Peter Grainger,Lane
34092885,Emily Wibberley,Always Never Yours
34093937,Jo Furniss,All the Little Children
34096201,Allie Rowbottom,Jell-O Girls: A Family History
34098873,Rachel L. Demeter,Beauty of the Beast: A Dark Beauty and the Beast Retelling
34099086,Sarina Bowen,Bountiful
34099859,Tony Medina,I Am Alfonso Jones
34101736,Andrew Michael Hurley,Devil's Day
34102633,James Patterson,Crazy House
34103858,Ian Mortimer,The Outcasts of Time
34104370,Cynthia Ellingsen,The Lighthouse Keeper
34104392,Nina Riggs,The Bright Hour: A Memoir of Living and Dying
34105672,Sarah M. Eden,A Fine Gentleman
34106055,Aaron Blabey,Intergalactic Gas
34109606,Sharon Cameron,The Knowing
34109621,Mhairi McFarlane,Don't You Forget About Me
34111309,Kenneth C. Johnson,The Man of Legends
34111673,Amanda Prowse,The Art of Hiding
34114099,Kate Meader,In Skates Trouble
34115989,Sophie Hannah,Did You See Melody?
34116118,Alyssa Mastromonaco,Who Thought This Was a Good Idea?
34117533,Wendy Wang,Haunting Charlie
34117597,Annabel Chase,Lucky Charm
34122206,Kassia St. Clair,The Secret Lives of Color
34127824,Robert O'Neill,The Operator: Firing the Shots that Killed Osama bin Laden and My Years as a SEAL Team Warrior
34128062,Jussi Adler-Olsen,The Scarred Woman
34128230,Oliver Sacks,The River of Consciousness
34128281,Marie Kondo,The Life-Changing Manga of Tidying Up: A Magical Story
34128285,Salman Rushdie,The Golden House
34128663,Alanea Alder,My Defender
34128675,Sharon Bala,The Boat People
34129063,Shannon Hale,The Princess in Black and the Mysterious Playdate
34129469,Daniel Hill,White Awake: An Honest Look at What It Means to Be White
34130008,Anna Faris,Unqualified
34137106,Bao Phi,A Different Pond
34137888,Susan Holloway Scott,"I, Eliza Hamilton"
34138013,Hillary Rodham Clinton,What Happened
34138282,Tara Sim,Chainbreaker
34144430,Lynn Weingarten,Bad Girls with Perfect Faces
34144464,Jessica Brody,The Chaos of Standing Still
34144489,Derrick Barnes,Crown: An Ode to the Fresh Cut
34144863,Eve L. Ewing,Electric Arches
34146188,T.M. Frazier,"Preppy: The Life & Death of Samuel Clearwater, Part Three"
34146312,Bella Forrest,The Gender Fall
34146688,Kaveh Akbar,Calling a Wolf a Wolf
34146782,Resmaa Menakem,My Grandmother's Hands: Racialized Trauma and the Mending of Our Bodies and Hearts
34149855,Eva Woods,Something Like Happy
34150764,Nikki Giovanni,A Good Cry: What We Learn From Tears and Laughter
34150785,Gilly Macmillan,Odd Child Out
34150793,Hazel Gaynor,Last Christmas in Paris
34150849,Katy Tur,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History
34152958,Jan Karon,To Be Where You Are
34153598,Dennis E. Taylor,For We Are Many
34158336,Reed Farrel Coleman,Robert B. Parker's The Hangman's Sonnet
34180861,Sawyer Bennett,The Hard Truth About Sunshine
34181435,Cullen Bunn,"Harrow County, Vol. 6: Hedge Magic"
34181876,Melissa F. Olson,Blood Gamble
34183379,Ariel Gore,We Were Witches
34184069,Mike Duncan,The Storm Before the Storm: The Beginning of the End of the Roman Republic
34184104,Ruby Dixon,Barbarian's Redemption
34184307,Liza Mundy,Code Girls: The Untold Story of the American Women Code Breakers Who Helped Win World War II
34185892,Shashi Tharoor,Inglorious Empire: What the British Did to India
34189313,Mel Robbins,"The 5 Second Rule: Transform Your Life, Work, and Confidence with Everyday Courage"
34189556,Greer Hendricks,The Wife Between Us
34189698,Lucinda Berry,Missing Parts
34189711,Alexa Riley,Paying Daddy's Debt
34196009,Ryan T. Anderson,When Harry Became Sally: Responding to the Transgender Moment
34196619,Elizabeth Warren,This Fight Is Our Fight: The Battle to Save America's Middle Class
34196663,Mary E. Pearson,Vow of Thieves
34197390,Tamora Pierce,Trickster's Queen
34198421,Joe Ide,Righteous
34198648,Amy Rose Capetta,The Brilliant Death
34198964,Nealy Wagner,Goodbye Paradise
34199189,Kazu Kibuishi,Supernova
34199599,Matthew J. Sullivan,Midnight at the Bright Ideas Bookstore
34200152,Ellery Adams,"The Secret, Book, & Scone Society"
34200946,Sarah Miller,"Caroline: Little House, Revisited"
34201085,John Grisham,Camino Island
34201164,John Grisham,The Rooster Bar
34202199,T.M. Frazier,Up in Smoke
34204247,Daniel Haack,Prince & Knight
34204310,Claire Douglas,Last Seen Alive
34204773,Julie Lawson Timmer,Mrs. Saint and the Defectives
34209841,Jonathan Kellerman,Night Moves
34210334,Sarah Wilson,"First, We Make the Beast Beautiful: A New Story About Anxiety"
34211669,Laurelin Paige,Hot Cop
34211802,Lucy Cooke,The Unexpected Truth About Animals: A Menagerie of the Misunderstood
34211805,Hiro Arikawa,The Travelling Cat Chronicles
34212134,Alison Weir,Anna of Kleve: The Princess in the Portrait
34212799,Paolo Bacigalupi,Tool of War
34213299,Marie Lu,The Kingdom of Back
34213608,Frances Hardinge,A Skinful of Shadows
34214847,Rachel Van Dyken,Fraternize
34215383,C.J. Carmichael,Bitter Roots
34216877,Laura Kaye,Ride Wild
34216942,Gregory Maguire,Hiddensee
34217456,Tessa Bailey,Disorderly Conduct
34217494,Dianne Lake,"Member of the Family: My Story of Charles Manson, Life Inside His Cult, and the Darkness That Ended the Sixties"
34217526,James Rollins,The Demon Crown
34217536,Jenifer Lewis,The Mother of Black Hollywood: A Memoir
34217537,Allison Yarrow,"90s Bitch: Media, Culture, and the Failed Promise of Gender Equality"
34217540,Linda Howard,The Woman Left Behind
34217551,Loretta Chase,A Duke in Shining Armor
34217566,Alisha Rai,Wrong to Need You
34217575,Ivy Pochoda,Wonder Valley
34217580,John U. Bacon,"The Great Halifax Explosion: A World War I Story of Treachery, Tragedy, and Extraordinary Heroism"
34217597,Rachel Jeffs,Breaking Free
34217599,Louise Erdrich,Future Home of the Living God
34218224,Jason Reynolds,Patina
34218720,Jane Yolen,The Emerald Circus
34219838,Attica Locke,"Bluebird, Bluebird"
34219841,Peter Brown,The Wild Robot Escapes
34219858,Scott Jurek,North: Finding My Way While Running the Appalachian Trail
34219880,Melissa Caruso,The Tethered Mage
34219893,Julia Wertz,"Tenements, Towers & Trash: An Unconventional Illustrated History of New York City"
34219897,Kate Winkler Dawson,"Death in the Air: The True Story of a Serial Killer, the Great London Smog, and the Strangling of a City"
34219898,Jessica Townsend,Nevermoor: The Trials of Morrigan Crow
34219966,Irvin D. Yalom,Becoming Myself: A Psychiatrist's Memoir
34220302,Serena Valentino,Mistress of All Evil
34220606,Jenna Bush Hager,Sisters First: Stories from Our Wild and Wonderful Life
34221193,Jennifer L. Armentrout,The Darkest Star
34223444,Nealy Wagner,Hello Forever
34223903,Louise Penny,Glass Houses
34225450,Jennifer L. Armentrout,If There's No Tomorrow
34227605,Clara Parkes,"A Stash of One's Own: Knitters on Loving, Living with, and Letting Go of Yarn"
34227719,Shea Serrano,Basketball
34227894,Mariah Marsden,Anne of Green Gables: A Graphic Novel
34228009,Shannon Watters,"Lumberjanes, Vol. 7: A Bird's-Eye View"
34228282,Stuart Gibbs,Spy School Secret Service
34228372,Katherine Rundell,The Explorer
34231676,James Patterson,Invisible
34232860,Craig Johnson,The Western Star
34234022,Penelope Ward,Mack Daddy
34234466,Laurelin Paige,Dirty Filthy Rich Boys
34234631,Sally Rooney,Mr Salary
34234639,Aleron Kong,The Land: Founding
34234675,Aleron Kong,The Land: Forging
34234687,Aleron Kong,The Land: Alliances
34234731,Aleron Kong,The Land: Catacombs
34236131,Roberto Aguirre-Sacasa,Chilling Adventures of Sabrina #7
34236194,Brigid Kemmerer,More Than We Can Tell
34237641,Pierre Alex Jeanty,Her
34237826,Ron Chernow,Grant
34253376,Nikita Gill,"Wild Embers: Poems of Rebellion, Fire and Beauty"
34257841,Katherine Heiny,Standard Deviation
34261775,Megan Devine LPC,It's OK That You're Not OK
34262106,Mira T. Lee,Everything Here Is Beautiful
34272471,Daniel Goleman,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body"
34272476,Mary Oliver,Devotions: The Selected Poems of Mary Oliver
34272477,Karl Ove Knausgard,Autumn
34272550,Jay Asher,Piper
34272565,Max Tegmark,Life 3.0: Being Human in the Age of Artificial Intelligence
34273236,Celeste Ng,Little Fires Everywhere
34273458,L.H. Cosway,The Cad and the Co-Ed
34274961,Franklin Foer,World Without Mind: The Existential Threat of Big Tech
34275212,Shobha Rao,Girls Burn Brighter
34275218,Alanna Okun,The Curse of the Boyfriend Sweater: Essays on Crafting
34275222,Jane Harper,Force of Nature
34275225,Stephen McCauley,My Ex-Life
34275231,Alice Feeney,Sometimes I Lie
34275232,Melissa Albert,The Hazel Wood
34275234,Samantha Silva,Mr. Dickens and His Carol
34286537,Victoria Thompson,City of Lies
34296854,Akiko Higashimura,"Tokyo Tarareba Girls, Vol. 1"
34297361,Bailey Cates,Potions and Pastries
34297983,Jessica Ellicott,Murder in an English Village
34298149,Jayne Ann Krentz,Promise Not to Tell
34299732,Jonathan French,The True Bastards
34306241,Kate Carlisle,Eaves of Destruction
34306246,Krista Davis,Not a Creature Was Purring
34308352,Jessica Lemmon,Eye Candy
34311452,Nora Roberts,Year One
34312042,Mirna Valerio,A Beautiful Work In Progress
34312336,Dan Jones,The Templars: The Rise and Spectacular Fall of God's Holy Warriors
34313931,Etaf Rum,A Woman Is No Man
34314702,Emily R. King,The Fire Queen
34316345,Nicola Moriarty,Those Other Women
34316818,Susan Stoker,Rescuing Kassie
34318337,Mary Balogh,Someone to Wed
34318358,Stacy Claflin,Girl in Trouble
34318492,Stephanie Perkins,There's Someone Inside Your House
34320324,Stephanie Butland,Lost For Words
34321642,Devney Perry,The Clover Chapel
34321791,Joy Jordan-Lake,A Tangled Mercy
34322023,K.A. Linde,The Wright Boss
34323010,Dan Ariely,Dollars and Sense: How We Misthink Money and How to Spend Smarter
34323539,Mark Lilla,The Once and Future Liberal: After Identity Politics
34323570,Claire Legrand,Furyborn
34324434,Mariko Tamaki,Unicorn Power!
34324484,Rebecca Schaeffer,Not Even Bones
34324487,Alan Gratz,Refugee
34324534,James C. Scott,Against the Grain: A Deep History of the Earliest States
34324620,Kyle Mills,Enemy of the State
34324629,Corey Ann Haydu,Eventown
34325540,Lee Child,The Midnight Line
34327194,Dakota Krout,Dungeon Madness
34328664,Alexandra Rowland,A Conspiracy of Truths
34329091,Clive Cussler,Typhoon Fury
34329327,Leia Stone,Protector
34329347,Jake Tapper,The Hellfire Club
34329454,Sylvain Reynard,The Man in the Black Suit
34330645,Andrew Mayne,The Naturalist
34330657,Lisa Regan,Finding Claire Fletcher
34330946,Sherrilyn Kenyon,Stygian
34331029,Rachael Anderson,The Rise of Miss Notley
34333852,Max Monroe,Dr. ER
34336843,Tamsin Ley,The Merman's Kiss
34339545,James A. Moore,The Haunted Forest Tour
